vds,vgs,id,gm,gm_over_id,gm_r0
-0.01,-1.48,5.76459E-06,1.01812E-05,1.76616,0.0178483
-0.01,-1.49,5.86614E-06,1.01317E-05,1.72715,0.017451
-0.01,-1.5,5.9672E-06,1.00813E-05,1.68946,0.0170674
-0.01,-1.51,6.06775E-06,1.00302E-05,1.65303,0.0166966
-0.01,-1.52,6.16779E-06,9.97817E-06,1.61779,0.0163381
-0.01,-1.53,6.2673E-06,9.9254E-06,1.58368,0.0159912
-0.01,-1.54,6.36628E-06,9.87188E-06,1.55065,0.0156553
-0.01,-1.55,6.46472E-06,9.81762E-06,1.51865,0.01533
-0.01,-1.56,6.56262E-06,9.76265E-06,1.48762,0.0150147
-0.01,-1.57,6.65996E-06,9.70699E-06,1.45752,0.0147089
-0.01,-1.58,6.75674E-06,9.65066E-06,1.4283,0.0144122
-0.01,-1.59,6.85295E-06,9.59369E-06,1.39993,0.0141241
-0.01,-1.6,6.94859E-06,9.53608E-06,1.37238,0.0138444
-0.01,-1.61,7.04366E-06,9.47787E-06,1.34559,0.0135725
-0.01,-1.62,7.13813E-06,9.41907E-06,1.31954,0.0133082
-0.01,-1.63,7.23202E-06,9.35969E-06,1.2942,0.0130512
-0.01,-1.64,7.32531E-06,9.29977E-06,1.26954,0.012801
-0.01,-1.65,7.418E-06,9.2393E-06,1.24553,0.0125575
-0.01,-1.66,7.51008E-06,9.17832E-06,1.22213,0.0123204
-0.01,-1.67,7.60155E-06,9.11685E-06,1.19934,0.0120894
-0.01,-1.68,7.6924E-06,9.05488E-06,1.17712,0.0118642
-0.01,-1.69,7.78263E-06,8.99246E-06,1.15545,0.0116447
-0.01,-1.7,7.87223E-06,8.92958E-06,1.13431,0.0114306
-0.01,-1.71,7.9612E-06,8.86627E-06,1.11369,0.0112217
-0.01,-1.72,8.04954E-06,8.80255E-06,1.09355,0.0110177
-0.01,-1.73,8.13723E-06,8.73843E-06,1.07388,0.0108187
-0.01,-1.74,8.22429E-06,8.67392E-06,1.05467,0.0106242
-0.01,-1.75,8.3107E-06,8.60905E-06,1.0359,0.0104342
-0.01,-1.76,8.39645E-06,8.54383E-06,1.01755,0.0102486
-0.01,-1.77,8.48155E-06,8.47828E-06,0.999614,0.0100671
-0.01,-1.78,8.566E-06,8.4124E-06,0.982069,0.00988962
-0.01,-1.79,8.64978E-06,8.34623E-06,0.964906,0.00971603
-0.02,0,2.14828E-14,2.4768E-15,0.115292,0.823818
-0.02,-0.01,2.14828E-14,3.32924E-15,0.154972,0.823812
-0.02,-0.02,2.15938E-14,4.47506E-15,0.207238,0.823804
-0.02,-0.03,2.15938E-14,6.01519E-15,0.278561,0.823795
-0.02,-0.04,2.16493E-14,8.08534E-15,0.373468,0.823784
-0.02,-0.05,2.17604E-14,1.08679E-14,0.499434,0.823772
-0.02,-0.06,2.18714E-14,1.46079E-14,0.667899,0.823758
-0.02,-0.07,2.20934E-14,1.96348E-14,0.888717,0.823742
-0.02,-0.08,2.23155E-14,2.63914E-14,1.18265,0.823723
-0.02,-0.09,2.2593E-14,3.54726E-14,1.57007,0.823701
-0.02,-0.1,2.30371E-14,4.7678E-14,2.06961,0.823676
-0.02,-0.11,2.34812E-14,6.4082E-14,2.72908,0.823647
-0.02,-0.12,2.42029E-14,8.61286E-14,3.55861,0.823612
-0.02,-0.13,2.53131E-14,1.15758E-13,4.57304,0.823573
-0.02,-0.14,2.66454E-14,1.55576E-13,5.83876,0.823527
-0.02,-0.15,2.84217E-14,2.09085E-13,7.35652,0.823474
-0.02,-0.16,3.09197E-14,2.80989E-13,9.08771,0.823413
-0.02,-0.17,3.40838E-14,3.77608E-13,11.0788,0.823341
-0.02,-0.18,3.84692E-14,5.07429E-13,13.1905,0.823259
-0.02,-0.19,4.45199E-14,6.81849E-13,15.3156,0.823163
-0.02,-0.2,5.2347E-14,9.1617E-13,17.5019,0.823052
-0.02,-0.21,6.30607E-14,1.23094E-12,19.5199,0.822923
-0.02,-0.22,7.73825E-14,1.65373E-12,21.3708,0.822774
-0.02,-0.23,9.65894E-14,2.22154E-12,22.9998,0.822602
-0.02,-0.24,1.22402E-13,2.98401E-12,24.3787,0.822402
-0.02,-0.25,1.57152E-13,4.0077E-12,25.502,0.82217
-0.02,-0.26,2.03726E-13,5.38185E-12,26.4171,0.821902
-0.02,-0.27,2.66454E-13,7.22604E-12,27.1193,0.821592
-0.02,-0.28,3.50331E-13,9.70042E-12,27.6893,0.821232
-0.02,-0.29,4.63241E-13,1.30194E-11,28.105,0.820817
-0.02,-0.3,6.14453E-13,1.74696E-11,28.4312,0.820335
-0.02,-0.31,8.17513E-13,2.34345E-11,28.6656,0.819779
-0.02,-0.32,1.09002E-12,3.14259E-11,28.8306,0.819136
-0.02,-0.33,1.45511E-12,4.21266E-11,28.9507,0.818393
-0.02,-0.34,1.9445E-12,5.64467E-11,29.0289,0.817535
-0.02,-0.35,2.60009E-12,7.55969E-11,29.0748,0.816544
-0.02,-0.36,3.47788E-12,1.01186E-10,29.0941,0.815402
-0.02,-0.37,4.65233E-12,1.35347E-10,29.0923,0.814085
-0.02,-0.38,6.22269E-12,1.80904E-10,29.0717,0.812569
-0.02,-0.39,8.32068E-12,2.41584E-10,29.0341,0.810826
-0.02,-0.4,1.11209E-11,3.22294E-10,28.9808,0.808823
-0.02,-0.41,1.48546E-11,4.29474E-10,28.9119,0.806527
-0.02,-0.42,1.98265E-11,5.71546E-10,28.8274,0.803897
-0.02,-0.43,2.6438E-11,7.59478E-10,28.7267,0.800892
-0.02,-0.44,3.52158E-11,1.00748E-09,28.6089,0.797465
-0.02,-0.45,4.68484E-11,1.33389E-09,28.4724,0.793566
-0.02,-0.46,6.22324E-11,1.76218E-09,28.316,0.789142
-0.02,-0.47,8.25303E-11,2.32223E-09,28.1379,0.78414
-0.02,-0.48,1.09241E-10,3.0518E-09,27.9364,0.778503
-0.02,-0.49,1.44288E-10,3.99816E-09,27.7096,0.772177
-0.02,-0.5,1.90121E-10,5.21994E-09,27.4559,0.765108
-0.02,-0.51,2.49843E-10,6.78914E-09,27.1736,0.757251
-0.02,-0.52,3.27351E-10,8.79315E-09,26.8615,0.748565
-0.02,-0.53,4.27503E-10,1.13368E-08,26.5187,0.739023
-0.02,-0.54,5.56298E-10,1.45443E-08,26.1448,0.728611
-0.02,-0.55,7.21082E-10,1.85606E-08,25.74,0.717333
-0.02,-0.56,9.30762E-10,2.35534E-08,25.3054,0.705215
-0.02,-0.57,1.19604E-09,2.97131E-08,24.843,0.692304
-0.02,-0.58,1.52963E-09,3.72548E-08,24.3555,0.678675
-0.02,-0.59,1.94653E-09,4.64179E-08,23.8464,0.664423
-0.02,-0.6,2.46427E-09,5.7468E-08,23.3204,0.649668
-0.02,-0.61,3.10316E-09,7.0698E-08,22.7826,0.634549
-0.02,-0.62,3.88658E-09,8.64318E-08,22.2385,0.619217
-0.02,-0.63,4.84133E-09,1.05029E-07,21.6942,0.603832
-0.02,-0.64,5.99803E-09,1.26892E-07,21.1556,0.588552
-0.02,-0.65,7.39156E-09,1.52475E-07,20.6282,0.57353
-0.02,-0.66,9.06166E-09,1.82298E-07,20.1175,0.558904
-0.02,-0.67,1.10536E-08,2.16959E-07,19.6278,0.544793
-0.02,-0.68,1.34193E-08,2.57153E-07,19.163,0.531293
-0.02,-0.69,1.62178E-08,3.0369E-07,18.7257,0.518474
-0.02,-0.7,1.95173E-08,3.57517E-07,18.3179,0.506378
-0.02,-0.71,2.33961E-08,4.19741E-07,17.9406,0.495021
-0.02,-0.72,2.79444E-08,4.9165E-07,17.5939,0.484397
-0.02,-0.73,3.32664E-08,5.74745E-07,17.277,0.474475
-0.02,-0.74,3.94824E-08,6.70759E-07,16.9888,0.465206
-0.02,-0.75,4.67312E-08,7.81688E-07,16.7273,0.456524
-0.02,-0.76,5.51734E-08,9.09817E-07,16.4901,0.448352
-0.02,-0.77,6.49935E-08,1.05774E-06,16.2745,0.440601
-0.02,-0.78,7.64038E-08,1.22836E-06,16.0773,0.433174
-0.02,-0.79,8.96473E-08,1.42494E-06,15.895,0.42597
-0.02,-0.8,1.05001E-07,1.65102E-06,15.7239,0.418882
-0.02,-0.81,1.22779E-07,1.91043E-06,15.56,0.411806
-0.02,-0.82,1.43334E-07,2.20721E-06,15.399,0.404634
-0.02,-0.83,1.67061E-07,2.54547E-06,15.2367,0.397269
-0.02,-0.84,1.94395E-07,2.92927E-06,15.0686,0.389614
-0.02,-0.85,2.25811E-07,3.36238E-06,14.8903,0.38159
-0.02,-0.86,2.61818E-07,3.84805E-06,14.6974,0.373126
-0.02,-0.87,3.02955E-07,4.38866E-06,14.4862,0.364175
-0.02,-0.88,3.49778E-07,4.98546E-06,14.2532,0.354705
-0.02,-0.89,4.02851E-07,5.63822E-06,13.9958,0.344713
-0.02,-0.9,4.62723E-07,6.34503E-06,13.7124,0.334214
-0.02,-0.91,5.29918E-07,7.10205E-06,13.4022,0.323252
-0.02,-0.92,6.04912E-07,7.90354E-06,13.0656,0.311888
-0.02,-0.93,6.88112E-07,8.74195E-06,12.7043,0.300202
-0.02,-0.94,7.79843E-07,9.60813E-06,12.3206,0.288286
-0.02,-0.95,8.80332E-07,1.04918E-05,11.918,0.276242
